message	domain
Tel me tatkal booking ticket availability for12133 and 22629	travel
Gaurav I want to buy Layer short deo	shopping
Any coupon for oyo rooms ??	travel
please recharge....my number 20rupese only	recharge
chepest flight ticket jaipur to banglore	travel
Could you provide me phone number of suraj food and snacks?	food
Nearest metro station to shakur basti railway station?	nearby
Yoga classes nearby?	nearby
I am not getting reminder alarm on my phone	reminders
Looking for trimmer	shopping
Train hawara Ahmedabad	travel
Ola	travel
I want to buy some imitation jewellery for lady so can u tell me good options	shopping
Hi I want to stay in Singapore for three months can you check for budget rooms...not exceeding rs 1500 per day..	travel
Show me some Condom from Flipcart	shopping
Wake up call at 745 tomorrow morning please	reminders
Home theater	movies
train from bikaner to mumbai	travel
Airtel m data plan kitne ka h above 600 or kitni gb h	recharge
Ola,uber is avaiable near to my location?	travel
ICICI bank	nearby
Is there any Pizza Hut nearby my location (IIT Powai)	food
Oct 2nd vijayawada to chennai GT express sleeper 1 tckt	travel
Travel packages to bhutan	travel
From today Daily	reminders
What is the birth and seat no	movies
I m planning to go from ahmedabad to bangalore send me some convinient train reservation in 3 ac on next week any tym	travel
Set alarm for today not tomorrow	reminders
Wireless ear pieces	shopping
Sandals	shopping
Travel	travel
Availability of bus tickets from Hyderabad to Nandyal tommorow	travel
I need the status for the 23rd December garib rath from Mumbai to kerala	travel
I want 32 GB class 10 micro SD card at lowest price	shopping
Need designer saree and blouses transparent in delhi	shopping
Hi , pls find out the avalability for ac 2 tier for two senior citizens for 20-11-16 . Rajdhani express to Howrah . One male n one female . If available pls book now	travel
Cheapest theatre	movies
How to reach dlf promenade from munirka dda bus stand	travel
Can u call me friend	reminders
couple package for mauritius include airfair	travel
Is there any flight in evening	travel
For every day reminder	reminders
I want to buy makeup	shopping
Can u suggest me sm fastrack watches for boys	shopping
Show movies in savitha theater in somanur	movies
Tap	support
Vivo Y22 4GB - send me the details	shopping
I want to buy a bull dog	shopping
Show me jabong deals	shopping
I need ticket fr Dhoni untold story	movies
Travel date is between 11th to 15th October for 9 members to vashnodevi yatra. please write the discount on reservation	travel
Reminder to fill exam form	reminders
Any bus to mahadeshwara Betta at night	travel
Ok show me the pattern of socks	shopping
Remind me to call Mihir	reminders
Are these ones stretchable?	shopping
Train Paschim Express (12926) will arrive at Sabzi Mandi Station at which time and on which Platform no.?	travel
hi.. I need to know the schedule of PMPL buses from chakan to phulgaon..	travel
Bags for macbook air 13 inch under 1000	shopping
Details about iPhone 7 ?	shopping
Flower bouquets home delivery	food
Travel plans to Singapore	travel
Sir kindly tell the time of Train no 12148	travel
Book a railway ticket for me please. Show all available trains on 8th after 2 pm. Regardless of the class.	travel
Comparison	shopping
Where can I find a Samsung mobile service center nearby	nearby
Also set reminder for	reminders
Is today megha block today from.From Kharghar to mahim train ???	travel
Tell me the show timings for pink today	movies
Dth recharge not available here	recharge
Hey I would like to buy an apple iPhone 6 charger original	shopping
Can you ask hotel cabbana for unmarried couple	travel
Can you track my flipkart	shopping
I want ticket from Ahmedabad to Bangalore flight ticket	travel
Pink movies timing	movies
Remind me after half an hour to call	reminders
Motorola service center	support
Delhi to mumbai	travel
I want to buy apple Mac book pro	shopping
Hotels in Delhi under 3000 for 5 person	travel
nearby any open non veg resturant	food
I want topping with capsicum n spicy I want	food
Set this wakeup call every day till 30 september	reminders
Jhansi se Bhopal k liye 4/8/2016 trains h kya	travel
I want best iPhone 6s Plus  back cover	shopping
From today u didn't call me for remainder	reminders
Please set a wake up call for today at 4 p.m.	reminders
I'd like to order one plate of malai tikka chaap from punjabi chaap corner in lajpat nagar 1	food
Can you get me some coupon code for airtel postpaid bill payment?	recharge
tommorrow my meeting with sourabh sharma	reminders
1 ticket second class deccan exp	travel
Evening Train  schedule from indore to Nagda	travel
Any places delivering sugar free sweets, desserts	food
Stop that reminder	reminders
How to know my number for airtel sim	recharge
Ask treebo.. 5 guests, 2 rooms, 36 hours... Max budget 6 7 k..	travel
How to edit the detail of reminder set	reminders
Is there any pure vegetarian restaurant in Jasola?	food
Hi...i want to buy, best discounted flip flops	shopping
By call	reminders
I want to buy The English BIBLE	shopping
I want to buy condoms	shopping
Can you find a chauffeur to drive my car from delhi to Gorakhpur	travel
Trains from bangalore to nbq	travel
How will u remind me.  Via msg or call	reminders
Homoeopathy shop	nearby
please cheak mumbai to nairobi flight price	travel
I don't want any more reminders	reminders
First one have Bluetooth	shopping
For bhopal to jaipur	travel
Crispy weggies	food
Can you book a cab	travel
hey I need train tickets	travel
Search for a moto g4 plus back panel	shopping
I want uber cab coupons for new users	travel
I phone 7 pic	shopping
Reminder needed	reminders
What is reliance company's 699 pln postpaid	recharge
I want to purchase a jio sim	shopping
Show timing of banjo..  in Sarb multiplex jalandhar (punjab)	movies
Hey I have to go to North Korea. Is there any flight from india?	travel
Can we get discount for flight booking on 24	travel
Everyday i want reminder	reminders
Eranamkulam south to kuttippuram train time	travel
Need chicken biryani	food
Sleeper 500 rupe per person h kya	travel
I want lava pixel v1 charger and earphone	shopping
Company/Brand Name (Optional): I phone 7	shopping
Unlimited 2g in Aircel	recharge
Give the train time table  from nashik road to parbhani	travel
9 size	shopping
Car seat shampoo	travel
New shoes	shopping
Passenger train time for sommanur to kulithalai	travel
Can you find me the nearest Citibank ATM?	nearby
Thodari in mafurai theatres	nearby
Bluetooth earphones	shopping
Stop reminder	reminders
Ticket from ghaziabad to allahabad	travel
Hi need to buy a laptop	shopping
Which theatres	movies
I want a cab from my location to shivajinagar	travel
I still didnt get any order update for the belt ordered from snapdeal?	shopping
I want aloo Paratha from cafe dlite goregaon	food
Printed in black	shopping
Did you placed the order or not	food
Book. A cab for me	travel
12798 train stop stations	travel
How many tickets are available in train no. 11472 jbp to bhopal	travel
Can u help me to find someone who can instal AC	support
Near by good place for drinks and hookah from Kes college	food
Plz i dont need sny reminder now	reminders
Please book return ticket of Goa to Delhi	travel
Weston eel smart tv service centre in odisha	support
Dry fruit shop in Ghatkopar east	food
track pants	shopping
Best maxican. Restaurant near me	food
Gym in sonipay	nearby
Could u set it for 9 in the mrng..??	reminders
I want a taxi from indore to dewas with a very cheap fare	travel
I want the train departure time	travel
I want I phone4 flip cover	shopping
Show me all the reminders today	reminders
I need to buy a cake	shopping
Any sony service centre	support
Size and quantity?	shopping
I have to go to Patna on 29 oct	travel
I want to know the cheapest ear phones	shopping
Dnt call plzzz any time	reminders
veg pizza	food
I want to book hotel in puri	travel
Buying a shirt	shopping
I have seen all on Snapdeal	shopping
A charger for my intex aqua ace 2	shopping
The mobiles which yu sent is not that much catchy	shopping
Women's watch	shopping
Is there any Apple service center near by vikhroli	support
Belts	shopping
I want to buy ear phone and the budget is 700 and need mic and good bass	shopping
Ahmedabad to Mumbai	travel
Nearest petrol pump station	nearby
Ms dhoni movie ticket advance booking	movies
But, will the reminder come on monday	reminders
How much is the iPhone 7 jet black 128 gb going to cost in India?	shopping
Indrayani express,pune to Mumbai availability?	travel
Can u tell me restaurant near me that have home delivary facility	food
Budget:  20000	shopping
Buy this	shopping
Buy bean bag	shopping
Hi can u send me some design of transperant bra's	shopping
Where is the nearest dominos	food
I want to buy vivo case v3	shopping
Tirukanur to vilupuram bus time about	travel
nike sports shoes for men	shopping
activate dnd	reminders
Travel Pac plane	travel
Hi can u tell me about goa tour packages	travel
Book tickets	movies
Locate me nearest Gionee service center   along with phone number	nearby
Coupons	recharge
Where is nearby gym?	nearby
Malls in bandra	food
Can u check ticket to Mumbai on 4th sept	travel
Kindly set a reminder	reminders
Not ATM...I want SBI bank	nearby
Book my train tickets for indore 23 october 2016	travel
Is the Virginia mall in Whitefield opened?	movies
Any offer for postpaid bill of airtel payment	recharge
when i get tht product ???	shopping
Mumbai to Calgary to Newyork to Chicago to Dallas to Mumbai	travel
I want to travel to bali. Get some great deals.	travel
I want to know the release date of the movie ae dil hai mushkil	movies
Daman bus stop	travel
motilal oswal is a firm related to finance in need his number and address of pune	support
I want to stop all the reminders.	reminders
Pls check status in 12980 sleeper coach as on 10.09.2016	travel
Mumbai to kochin	travel
What is the running status of this train	travel
Unlimited dinner	food
